,adsh,cik,name,sic,fye,form,period,fy,fp,fs_year,fs_quarter
3514,0001437749-18-015494,1128281,"SAKER AVIATION SERVICES, INC.",4581.0,1231.0,10-Q,20180630,2018,Q2,,
3515,0001437749-18-015497,1675192,OTTAWA BANCORP INC,6035.0,1231.0,10-Q,20180630,2018,Q2,,
3516,0001437749-18-015499,1375195,CORETEC GROUP INC.,3669.0,1231.0,10-Q,20180630,2018,Q2,,
3517,0001437749-18-015503,1411036,"CLEANTECH BIOFUELS, INC.",2860.0,1231.0,10-Q,20180630,2018,Q2,,
3518,0001437749-18-015505,811212,CESCA THERAPEUTICS INC.,3821.0,1231.0,10-Q,20180630,2018,Q2,,
3519,0001437749-18-015507,1098146,PATRIOT NATIONAL BANCORP INC,6021.0,1231.0,10-Q,20180630,2018,Q2,,
3520,0001437749-18-015514,317340,MIKROS SYSTEMS CORP,3829.0,1231.0,10-Q,20180630,2018,Q2,,
3521,0001437749-18-015537,1644482,"NEW BANCORP, INC.",6035.0,1231.0,10-Q,20180630,2018,Q2,,
3522,0001437749-18-015543,1030749,GULFMARK OFFSHORE INC,3533.0,1231.0,10-Q,20180630,2018,Q2,,
3523,0001437749-18-015558,1090908,"DETERMINE, INC.",7372.0,331.0,10-Q,20180630,2018,Q1,,
3524,0001437749-18-015564,1397403,IMH FINANCIAL CORP,6500.0,1231.0,10-Q,20180630,2018,Q2,,
3525,0001437749-18-015565,105608,AG&E HOLDINGS INC.,3663.0,1231.0,10-Q,20180630,2018,Q2,,
3526,0001437749-18-015574,1653821,CEN BIOTECH INC,2834.0,1231.0,10-Q,20180630,2018,Q2,,
3527,0001437749-18-015577,922247,CTD HOLDINGS INC,2860.0,1231.0,10-Q,20180630,2018,Q2,,
3528,0001437749-18-015579,1352952,ACCELERIZE INC.,7389.0,1231.0,10-Q,20180630,2018,Q2,,
3529,0001437749-18-015580,319458,ENSERVCO CORP,1389.0,1231.0,10-Q,20180630,2018,Q2,,
3530,0001437749-18-015583,1136174,"CATASYS, INC.",8090.0,1231.0,10-Q,20180630,2018,Q2,,
3531,0001437749-18-015586,766792,CVD EQUIPMENT CORP,3559.0,1231.0,10-Q,20180630,2018,Q2,,
3532,0001437749-18-015587,1337013,"INFUSYSTEM HOLDINGS, INC",3841.0,1231.0,10-Q,20180630,2018,Q2,,
3533,0001437749-18-015589,1563855,SOPHIRIS BIO INC.,2834.0,1231.0,10-Q,20180630,2018,Q2,,
3534,0001437749-18-015598,1019034,BIO KEY INTERNATIONAL INC,3576.0,1231.0,10-Q,20180630,2018,Q2,,
3535,0001437749-18-015599,736012,INTRUSION INC,3576.0,1231.0,10-Q,20180630,2018,Q2,,
3536,0001437749-18-015603,1378590,"BRIDGELINE DIGITAL, INC.",7372.0,930.0,10-Q,20180630,2018,Q3,,
3537,0001437749-18-015604,1320760,"TSS, INC.",8742.0,1231.0,10-Q,20180630,2018,Q2,,
3538,0001437749-18-015605,855683,MILESTONE SCIENTIFIC INC.,3842.0,1231.0,10-Q,20180630,2018,Q2,,
3539,0001437749-18-015606,924383,LRAD CORP,3651.0,930.0,10-Q,20180630,2018,Q3,,
3540,0001437749-18-015608,946486,WINDTREE THERAPEUTICS INC /DE/,2836.0,1231.0,10-Q,20180630,2018,Q2,,
3541,0001437749-18-015612,719274,GIGA TRONICS INC,3825.0,331.0,10-Q,20180630,2018,Q1,,
3542,0001437749-18-015615,47307,HICKOK INC,3823.0,1231.0,10-Q,20180630,2018,Q2,,
3543,0001437749-18-015619,1307579,LIQTECH INTERNATIONAL INC,3590.0,1231.0,10-Q,20180630,2018,Q2,,
3544,0001437749-18-015621,39092,FRIEDMAN INDUSTRIES INC,3310.0,331.0,10-Q,20180630,2018,Q1,,
3545,0001437749-18-015624,1508348,"AMERICANN, INC.",8742.0,930.0,10-Q,20180630,2018,Q3,,
3546,0001437749-18-015661,949852,THANKSGIVING COFFEE CO INC,2090.0,1231.0,10-Q,20180630,2018,Q2,,
3548,0001437749-18-015855,1558465,"PETROGRESS, INC.",4412.0,1231.0,10-Q,20180630,2018,Q2,,
3549,0001437749-18-015860,1004989,SPAR GROUP INC,7389.0,1231.0,10-Q,20180630,2018,Q2,,
3550,0001437749-18-015874,8328,"APPLIED MINERALS, INC.",1400.0,1231.0,10-Q,20180630,2018,Q2,,
3551,0001437749-18-015875,1349437,TOWERSTREAM CORP,4899.0,1231.0,10-Q,20180630,2018,Q2,,
3552,0001437749-18-015878,849401,"ADM TRONICS UNLIMITED, INC.",3845.0,331.0,10-Q,20180630,2018,Q1,,
3561,0001437749-18-016659,69891,NATIONAL BEVERAGE CORP,2086.0,430.0,10-Q,20180731,2019,Q1,,
3564,0001437749-18-016785,1036188,QAD INC,7372.0,131.0,10-Q,20180731,2018,Q2,,
3565,0001437749-18-016802,357294,HOVNANIAN ENTERPRISES INC,1531.0,1031.0,10-Q,20180731,2018,Q3,,
3566,0001437749-18-016838,1000230,OPTICAL CABLE CORP,3357.0,1031.0,10-Q,20180731,2018,Q3,,
3570,0001437749-18-016931,717720,VALUE LINE INC,6282.0,430.0,10-Q,20180731,2019,Q1,,
3571,0001437749-18-016950,1113809,BUILD A BEAR WORKSHOP INC,5945.0,131.0,10-Q,20180731,2018,Q2,,
3574,0001437749-18-017044,15847,BUTLER NATIONAL CORP,7990.0,430.0,10-Q,20180731,2019,Q1,,
3583,0001437749-18-017359,1043156,STAR BUFFET INC,5812.0,131.0,10-Q,20180731,2019,Q2,,
3586,0001437749-18-017528,10329,BASSETT FURNITURE INDUSTRIES INC,2511.0,1130.0,10-Q,20180831,2018,Q3,,
3590,0001437749-18-017584,39368,FULLER H B CO,2891.0,1130.0,10-Q,20180831,2018,Q3,,
3591,0001437786-18-000059,1437786,IMMUNE DESIGN CORP.,2834.0,1231.0,10-Q,20180630,2018,Q2,,
3594,0001438533-18-000028,1438533,"RETROPHIN, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
3595,0001439095-18-000032,1439095,MRC GLOBAL INC.,5084.0,1231.0,10-Q,20180630,2018,Q2,,
3596,0001439222-18-000014,1439222,AGIOS PHARMACEUTICALS INC,2834.0,1231.0,10-Q,20180630,2018,Q2,,
3597,0001439288-18-000088,1439288,REXNORD CORP,3560.0,331.0,10-Q,20180630,2018,Q1,,
3598,0001440024-18-000061,1440024,"ROADRUNNER TRANSPORTATION SYSTEMS, INC.",4731.0,1231.0,10-Q,20180630,2018,Q2,,
3599,0001441683-18-000113,1441683,APPIAN CORP,7372.0,1231.0,10-Q,20180630,2018,Q2,,
3600,0001441816-18-000087,1441816,"MONGODB, INC.",7372.0,131.0,10-Q,20180731,2018,Q2,,
3601,0001442145-18-000036,1442145,"VERISK ANALYTICS, INC.",7374.0,1231.0,10-Q,20180630,2018,Q2,,
3602,0001443646-18-000162,1443646,BOOZ ALLEN HAMILTON HOLDING CORP,8742.0,331.0,10-Q,20180630,2018,Q1,,
3603,0001444363-18-000137,1444363,"GAIN CAPITAL HOLDINGS, INC.",6221.0,1231.0,10-Q,20180630,2018,Q2,,
3604,0001444838-18-000031,910108,LEXINGTON REALTY TRUST,6798.0,1231.0,10-Q,20180630,2018,Q2,,
3605,0001445260-18-000033,874292,ADDVANTAGE TECHNOLOGIES GROUP INC,5000.0,930.0,10-Q,20180630,2018,Q3,,
3606,0001445305-18-000109,1445305,WORKIVA INC,7372.0,1231.0,10-Q,20180630,2018,Q2,,
3607,0001445831-18-000020,745543,"ALL STATE PROPERTIES HOLDINGS, INC.",2834.0,630.0,10-Q,20171231,2018,Q2,,
3608,0001445831-18-000022,745543,"ALL STATE PROPERTIES HOLDINGS, INC.",2834.0,630.0,10-Q,20180331,2018,Q3,,
3609,0001445831-18-000024,1075857,VIEW SYSTEMS INC,7380.0,1231.0,10-Q,20180630,2018,Q2,,
3611,0001445866-18-000795,276283,EVANS & SUTHERLAND COMPUTER CORP,3690.0,1231.0,10-Q,20180630,2018,Q2,,
3612,0001445866-18-000801,1404804,OMNITEK ENGINEERING CORP,3714.0,1231.0,10-Q,20180630,2018,Q2,,
3613,0001445866-18-000813,1011432,"CYNERGISTEK, INC",7389.0,1231.0,10-Q,20180630,2018,Q2,,
3614,0001445866-18-000828,93205,"LIVING 3D HOLDINGS, INC.",3674.0,1231.0,10-Q,20180630,2018,Q2,,
3615,0001445866-18-000835,1104462,NEW CENTURY RESOURCES CORP,1090.0,1231.0,10-Q,20180630,2018,Q2,,
3616,0001445866-18-000838,1165320,GB SCIENCES INC,1311.0,331.0,10-Q,20180630,2018,Q1,,
3617,0001445866-18-000840,1423325,"INCOMING, INC.",2860.0,1231.0,10-Q,20180630,2018,Q2,,
3618,0001445866-18-000843,1396633,SUMMER ENERGY HOLDINGS INC,4911.0,1231.0,10-Q,20180630,2018,Q2,,
3619,0001445866-18-000847,726293,"NEWBRIDGE GLOBAL VENTURES, INC.",100.0,1231.0,10-Q,20180630,2018,Q2,,
3620,0001445866-18-000870,1485029,"NEW ASIA HOLDINGS, INC.",3949.0,1231.0,10-Q,20180630,2018,Q2,,
3622,0001445866-18-000879,1589361,"MOUNT TAM BIOTECHNOLOGIES, INC.",2100.0,1231.0,10-Q,20180630,2018,Q2,,
3625,0001445866-18-000935,1391135,ACQUIRED SALES CORP,7372.0,1231.0,10-Q,20170331,2017,Q1,,
3626,0001445866-18-000939,1391135,ACQUIRED SALES CORP,7372.0,1231.0,10-Q,20170630,2017,Q2,,
3627,0001445866-18-000943,1391135,ACQUIRED SALES CORP,7372.0,1231.0,10-Q,20170930,2017,Q3,,
3629,0001445866-18-000992,1438035,"RANGEFORD RESOURCES, INC.",1311.0,331.0,10-Q,20151231,2016,Q3,,
3630,0001446152-18-000039,1446152,"SAUER ENERGY, INC.",1381.0,831.0,10-Q,20180531,2018,Q3,,
3631,0001446371-18-000042,1446371,"STRATEGIC REALTY TRUST, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
3632,0001446687-18-000047,1446687,"HARTMAN SHORT TERM INCOME PROPERTIES XX, INC.",6500.0,1231.0,10-Q,20180630,2018,Q2,,
3633,0001446806-18-000010,1446806,"ICON EQUIPMENT & CORPORATE INFRASTRUCTURE FUND FOURTEEN, L.P.",7359.0,1231.0,10-Q,20180630,2018,Q2,,
3634,0001448056-18-000027,1448056,"NEW RELIC, INC.",7372.0,331.0,10-Q,20180630,2018,Q1,,
3636,0001448788-18-000012,806592,"SUNWIN STEVIA INTERNATIONAL, INC.",2834.0,430.0,10-Q,20180731,2019,Q1,,
3637,0001448893-18-000063,1448893,ESSENT GROUP LTD.,6351.0,1231.0,10-Q,20180630,2018,Q2,,
3638,0001449488-18-000008,1449488,CSI COMPRESSCO LP,1389.0,1231.0,10-Q,20180630,2018,Q2,,
3639,0001449794-18-000021,1449794,"EMBASSY BANCORP, INC.",6022.0,1231.0,10-Q,20180630,2018,Q2,,
3640,0001450922-18-000012,1450922,ETFS SILVER TRUST,6221.0,1231.0,10-Q,20180630,2018,Q2,,
3641,0001450923-18-000018,1450923,ETFS GOLD TRUST,6221.0,1231.0,10-Q,20180630,2018,Q2,,
3642,0001451505-18-000085,1451505,TRANSOCEAN LTD.,1381.0,1231.0,10-Q,20180630,2018,Q2,,
3643,0001452857-18-000031,1452857,STEEL PARTNERS HOLDINGS L.P.,3390.0,1231.0,10-Q,20180630,2018,Q2,,
3644,0001452936-18-000075,1452936,"KBS STRATEGIC OPPORTUNITY REIT, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
3645,0001453687-18-000052,1453687,SELECTA BIOSCIENCES INC,2834.0,1231.0,10-Q,20180630,2018,Q2,,
3646,0001453814-18-000116,1453814,"MEDIDATA SOLUTIONS, INC.",7372.0,1231.0,10-Q,20180630,2018,Q2,,
3647,0001453818-18-000046,1453818,"HINES GLOBAL REIT, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
3648,0001456016-18-000023,1456016,"GRIFFIN CAPITAL ESSENTIAL ASSET REIT, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
3649,0001456772-18-000026,1456772,GOVERNMENT PROPERTIES INCOME TRUST,6500.0,1231.0,10-Q,20180630,2018,Q2,,
3650,0001457612-18-000078,1457612,"GENOCEA BIOSCIENCES, INC.",2836.0,1231.0,10-Q,20180630,2018,Q2,,
3651,0001458962-18-000008,1458962,"MINDBODY, INC.",7374.0,1231.0,10-Q,20180630,2018,Q2,,
3652,0001459200-18-000028,1459200,"ALARM.COM HOLDINGS, INC.",7372.0,1231.0,10-Q,20180630,2018,Q2,,
3653,0001459862-18-000015,1459862,ETFS PALLADIUM TRUST,6221.0,1231.0,10-Q,20180630,2018,Q2,,
3654,0001460235-18-000018,1460235,ETFS PLATINUM TRUST,6221.0,1231.0,10-Q,20180630,2018,Q2,,
3655,0001461755-18-000092,1461755,"ATLANTIC CAPITAL BANCSHARES, INC.",6022.0,1231.0,10-Q,20180630,2018,Q2,,
3656,0001462120-18-000038,1462120,"LIVE OAK BANCSHARES, INC.",6022.0,1231.0,10-Q,20180630,2018,Q2,,
3657,0001462418-18-000033,1462418,ALTISOURCE PORTFOLIO SOLUTIONS S.A.,7380.0,1231.0,10-Q,20180630,2018,Q2,,
3658,0001463101-18-000075,1463101,"ENPHASE ENERGY, INC.",3674.0,1231.0,10-Q,20180630,2018,Q2,,
3659,0001463172-18-000159,1463172,"ZENDESK, INC.",7374.0,1231.0,10-Q,20180630,2018,Q2,,
3660,0001464343-18-000034,1464343,ATLANTICUS HOLDINGS CORP,6141.0,1231.0,10-Q,20180630,2018,Q2,,
3661,0001465740-18-000111,1465740,TWO HARBORS INVESTMENT CORP.,6798.0,1231.0,10-Q,20180630,2018,Q2,,
3662,0001466225-18-000011,1466225,"RESOURCE REAL ESTATE OPPORTUNITY REIT, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
3663,0001466258-18-000196,1466258,INGERSOLL-RAND PLC,3822.0,1231.0,10-Q,20180630,2018,Q2,,
3664,0001466538-18-000078,1466538,COWEN INC.,6211.0,1231.0,10-Q,20180630,2018,Q2,,
3665,0001466815-18-000050,1466815,"CAMBIUM LEARNING GROUP, INC.",2741.0,1231.0,10-Q,20180630,2018,Q2,,
3666,0001467623-18-000014,1467623,"DROPBOX, INC.",7372.0,1231.0,10-Q,20180630,2018,Q2,,
3667,0001467760-18-000009,1467760,"APOLLO COMMERCIAL REAL ESTATE FINANCE, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
3668,0001467858-18-000089,1467858,GENERAL MOTORS CO,3711.0,1231.0,10-Q,20180630,2018,Q2,,
3669,0001468010-18-000046,1468010,"STEADFAST INCOME REIT, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
3670,0001468174-18-000112,1468174,HYATT HOTELS CORP,7011.0,1231.0,10-Q,20180630,2018,Q2,,
3671,0001468666-18-000036,1468666,SECUREWORKS CORP,7372.0,131.0,10-Q,20180731,2018,Q2,,
3672,0001469367-18-000071,1469367,SUNRUN INC.,3430.0,1231.0,10-Q,20180630,2018,Q2,,
3675,0001469709-18-000135,1085596,"ANGIOGENEX, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
3676,0001469709-18-000141,1551906,WEST COAST VENTURES GROUP CORP.,7990.0,1231.0,10-Q,20180630,2018,Q2,,
3678,0001469709-18-000162,1644488,"SHARING SERVICES, INC.",7374.0,430.0,10-Q,20180731,2019,Q1,,
3680,0001471265-18-000045,1471265,"NORTHWEST BANCSHARES, INC.",6021.0,1231.0,10-Q,20180630,2018,Q2,,
3683,0001472375-18-000103,1357878,"PEPTIDE TECHNOLOGIES, INC.",2844.0,331.0,10-Q,20180630,2018,Q1,,
3684,0001472375-18-000106,930245,ALL AMERICAN SPORTPARK INC,5900.0,1231.0,10-Q,20180630,2018,Q2,,
3685,0001472375-18-000116,1405663,I-MINERALS INC,1000.0,430.0,10-Q,20180731,2019,Q1,,
3686,0001473078-18-000032,1473078,CHESAPEAKE LODGING TRUST,6798.0,1231.0,10-Q,20180630,2018,Q2,,
3687,0001474098-18-000092,1474098,PEBBLEBROOK HOTEL TRUST,6798.0,1231.0,10-Q,20180630,2018,Q2,,
3689,0001474903-18-000048,1474903,"BG STAFFING, INC.",7363.0,1231.0,10-Q,20180630,2018,Q2,,
3690,0001475348-18-000019,1475348,LUTHER BURBANK CORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
3691,0001476045-18-000071,1476045,CHATHAM LODGING TRUST,6798.0,1231.0,10-Q,20180630,2018,Q2,,
3692,0001476204-18-000028,1476204,"PHILLIPS EDISON & COMPANY, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
3693,0001476246-18-000009,1476246,TROPICANA ENTERTAINMENT INC.,7011.0,1231.0,10-Q,20180630,2018,Q2,,
3694,0001476651-18-000125,1476651,"FCB FINANCIAL HOLDINGS, INC.",6021.0,1231.0,10-Q,20180630,2018,Q2,,
3695,0001477294-18-000133,1477294,SENSATA TECHNOLOGIES HOLDING PLC,3823.0,1231.0,10-Q,20180630,2018,Q2,,
3698,0001477932-18-003324,1504678,"LOOP INDUSTRIES, INC.",4813.0,228.0,10-Q,20180531,2018,Q1,,
3699,0001477932-18-003331,1096275,"FRANCHISE HOLDINGS INTERNATIONAL, INC.",3714.0,1231.0,10-Q,20180331,2018,Q1,,
3700,0001477932-18-003333,1655349,"MESSAGEBGONE, INC.",7372.0,831.0,10-Q,20180531,2018,Q3,,
3701,0001477932-18-003342,1653710,APEX RESOURCES INC/NV,5090.0,630.0,10-Q,20180331,2018,Q3,,
3708,0001477932-18-003464,1517389,"JUBILANT FLAME INTERNATIONAL, LTD",7371.0,228.0,10-Q,20180531,2018,Q1,,
3709,0001477932-18-003479,860543,"CHINA GRAND RESORTS, INC.",4833.0,930.0,10-Q,20180331,2018,Q2,,
3710,0001477932-18-003490,1697587,MIKROCOZE INC.,2510.0,1130.0,10-Q,20180531,2018,Q2,,
3711,0001477932-18-003504,1609988,GRIPEVINE INC.,7389.0,228.0,10-Q,20180531,2018,Q1,,
3712,0001477932-18-003509,1725516,NESTBUILDER.COM CORP.,7310.0,1130.0,10-Q,20180531,2018,Q2,,
3713,0001477932-18-003513,1675634,"SHIFTPIXY, INC.",7361.0,831.0,10-Q,20180531,2018,Q3,,
3714,0001477932-18-003515,1639234,CHINA VTV LTD,5651.0,228.0,10-Q,20180531,2018,Q1,,
3715,0001477932-18-003529,1585738,"ETHOS MEDIA NETWORK, INC.",4833.0,831.0,10-Q,20180531,2018,Q3,,
3716,0001477932-18-003530,1591615,"POVERTY DIGNIFIED, INC.",3640.0,831.0,10-Q,20180531,2018,Q3,,
3717,0001477932-18-003532,1071840,"SOLARWINDOW TECHNOLOGIES, INC.",2860.0,831.0,10-Q,20180531,2018,Q3,,
3718,0001477932-18-003543,1556416,"BLAKE INSOMNIA THERAPEUTICS, INC.",7200.0,831.0,10-Q,20180531,2018,Q3,,
3720,0001477932-18-003555,1697080,"HICLASST, INC.",2320.0,1130.0,10-Q,20180531,2018,Q2,,
3721,0001477932-18-003582,1603345,FAIRWIND ENERGY INC.,2821.0,831.0,10-Q,20180531,2018,Q3,,
3722,0001477932-18-003602,1528697,APAWTHECARY PETS USA,5045.0,831.0,10-Q,20180531,2018,Q3,,
3723,0001477932-18-003612,1629205,"GRIDIRON BIONUTRIENTS, INC.",2834.0,831.0,10-Q,20180531,2018,Q3,,
3726,0001477932-18-003666,1521466,APEX 2 INC.,6770.0,1231.0,10-Q,20180630,2018,Q2,,
3727,0001477932-18-003689,1575975,MADISON VENTURES INC.,1000.0,331.0,10-Q,20171231,2017,Q3,,
3728,0001477932-18-003700,1389067,TAUTACHROME INC.,7372.0,1231.0,10-Q,20180630,2018,Q2,,
3730,0001477932-18-003742,1716324,REGNUM CORP.,7819.0,1231.0,10-Q,20180630,2018,Q2,,
3731,0001477932-18-003751,1519820,JOBBOT INC.,7361.0,1231.0,10-Q,20180331,2018,Q1,,
3732,0001477932-18-003765,1649881,"MARKHAM WOODS PRESS PUBLISHING COMPANY, INC.",2721.0,1231.0,10-Q,20180630,2018,Q2,,
3733,0001477932-18-003795,1025771,CHASE PACKAGING CORP,700.0,1231.0,10-Q,20180630,2018,Q2,,
3734,0001477932-18-003798,1518461,"AMPLITECH GROUP, INC.",3669.0,1231.0,10-Q,20180630,2018,Q2,,
3736,0001477932-18-003825,794107,CALA CORP,5812.0,1231.0,10-Q,20180630,2018,Q2,,
3737,0001477932-18-003831,1622057,NASCENT BIOTECH INC.,2834.0,331.0,10-Q,20180630,2018,Q1,,
3738,0001477932-18-003832,1713809,"NEW LEAP, INC.",7374.0,1231.0,10-Q,20180630,2018,Q2,,
3740,0001477932-18-003853,1407878,"DIGITAL LOCATIONS, INC.",4953.0,1231.0,10-Q,20180630,2018,Q2,,
3741,0001477932-18-003869,1631463,BARREL ENERGY INC.,1311.0,930.0,10-Q,20180630,2018,Q3,,
3742,0001477932-18-003888,1584137,"ONCOLIX, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
3743,0001477932-18-003897,1430319,C & C TOURS INC,6770.0,1231.0,10-Q,20180630,2018,Q2,,
3744,0001477932-18-003900,1118233,WORLDNET INC OF NEVADA,6770.0,1231.0,10-Q,20180630,2018,Q2,,
3745,0001477932-18-003902,1160945,NOVA STAR INNOVATIONS INC,6770.0,1231.0,10-Q,20180630,2018,Q2,,
3746,0001477932-18-003910,1451512,TERRA TECH CORP.,3510.0,1231.0,10-Q,20180630,2018,Q2,,
3747,0001477932-18-003911,1016708,"RENOVACARE, INC.",3841.0,1231.0,10-Q,20180630,2018,Q2,,
3748,0001477932-18-003914,1084554,LIGHTBRIDGE CORP,8742.0,1231.0,10-Q,20180630,2018,Q2,,
3749,0001477932-18-003943,936446,AMERINAC HOLDING CORP.,5072.0,1231.0,10-Q,20180630,2018,Q2,,
3751,0001477932-18-003948,1648903,"FIRST FOODS GROUP, INC.",7812.0,1231.0,10-Q,20180630,2018,Q2,,
3752,0001477932-18-003950,1670196,DESEO SWIMWEAR INC.,2300.0,1231.0,10-Q,20180630,2018,Q2,,
3753,0001477932-18-003956,1524872,THUNDER ENERGIES CORP,6770.0,1231.0,10-Q,20180630,2018,Q2,,
3754,0001477932-18-003960,946822,"ALY ENERGY SERVICES, INC.",7359.0,1231.0,10-Q,20180630,2018,Q2,,
3755,0001477932-18-003962,730669,FCCC INC,6770.0,331.0,10-Q,20180630,2018,Q1,,
3756,0001477932-18-003978,1574910,SUCCESS ENTERTAINMENT GROUP INTERNATIONAL INC.,7990.0,1231.0,10-Q,20180630,2018,Q2,,
3757,0001477932-18-003979,1517498,"MERION, INC.",5122.0,1231.0,10-Q,20180630,2018,Q2,,
3758,0001477932-18-003983,1102432,"VIKING ENERGY GROUP, INC.",1311.0,1231.0,10-Q,20180630,2018,Q2,,
3759,0001477932-18-003986,1522787,"CYBERFORT SOFTWARE, INC.",5990.0,331.0,10-Q,20180630,2018,Q1,,
3760,0001477932-18-003990,1125699,DAIS ANALYTIC CORP,3990.0,1231.0,10-Q,20180630,2018,Q2,,
3761,0001477932-18-004004,1443863,BIOCORRX INC.,8093.0,1231.0,10-Q,20180630,2018,Q2,,
3762,0001477932-18-004007,1607549,APPLIED BIOSCIENCES CORP.,3430.0,331.0,10-Q,20180630,2018,Q1,,
3763,0001477932-18-004019,1474167,COSMOS HOLDINGS INC.,5122.0,1231.0,10-Q,20180630,2018,Q2,,
3764,0001477932-18-004022,1286459,ALL FOR ONE MEDIA CORP.,7900.0,930.0,10-Q,20180630,2018,Q3,,
3765,0001477932-18-004027,1575295,COSMO VENTURES INC,5961.0,331.0,10-Q,20180630,2018,Q1,,
3766,0001477932-18-004031,1698519,ADVECO GROUP INC.,5130.0,1231.0,10-Q,20180630,2018,Q2,,
3767,0001477932-18-004043,40570,GEE GROUP INC.,7361.0,930.0,10-Q,20180630,2018,Q3,,
3768,0001477932-18-004048,1590715,AMERICAN RESOURCES CORP,7600.0,1231.0,10-Q,20180630,2018,Q2,,
3769,0001477932-18-004050,728385,MIDWEST ENERGY EMISSIONS CORP.,3829.0,1231.0,10-Q,20180630,2018,Q2,,
3770,0001477932-18-004058,1449574,"BRAVATEK SOLUTIONS, INC.",7372.0,1231.0,10-Q,20180630,2018,Q2,,
3771,0001477932-18-004059,1485074,"FREEZE TAG, INC.",7372.0,1231.0,10-Q,20180630,2018,Q2,,
3772,0001477932-18-004083,1576778,YINGHONG GUANGDA TECHNOLOGY LTD,7389.0,930.0,10-Q,20180630,2018,Q3,,
3773,0001477932-18-004116,1128353,ENERTECK CORP,2890.0,1231.0,10-Q,20180630,2018,Q2,,
3775,0001477932-18-004128,1285543,STRIKEFORCE TECHNOLOGIES INC.,7372.0,1231.0,10-Q,20180630,2018,Q2,,
3776,0001477932-18-004141,1402371,"ELRAY RESOURCES, INC.",7372.0,1231.0,10-Q,20180630,2018,Q2,,
3777,0001477932-18-004165,1658304,"CLIC TECHNOLOGY, INC.",7389.0,930.0,10-Q,20180630,2018,Q3,,
3778,0001477932-18-004173,1317839,UMATRIN HOLDING LTD,7389.0,1231.0,10-Q,20180630,2018,Q2,,
3779,0001477932-18-004179,1599407,1847 HOLDINGS LLC,8742.0,1231.0,10-Q,20180630,2018,Q2,,
3780,0001477932-18-004184,1487931,FISION CORP,7374.0,1231.0,10-Q,20180630,2018,Q2,,
3781,0001477932-18-004187,1550737,"SECTOR 5, INC.",3571.0,1231.0,10-Q,20180630,2018,Q2,,
3782,0001477932-18-004199,1608430,"RENEWABLE ENERGY & POWER, INC.",3640.0,930.0,10-Q,20180630,2018,Q3,,
3783,0001477932-18-004209,1443611,SINGLEPOINT INC.,5960.0,1231.0,10-Q,20180630,2018,Q2,,
3784,0001477932-18-004210,1556226,"CUR MEDIA, INC.",4832.0,1231.0,10-Q,20180630,2018,Q2,,
3785,0001477932-18-004212,1643301,CURE PHARMACEUTICAL HOLDING CORP.,2673.0,1231.0,10-Q,20180630,2018,Q2,,
3786,0001477932-18-004214,860543,"CHINA GRAND RESORTS, INC.",4833.0,930.0,10-Q,20180630,2018,Q3,,
3787,0001477932-18-004217,1132509,"EASON EDUCATION KINGDOM HOLDINGS, INC.",8741.0,1231.0,10-Q,20180630,2018,Q2,,
3788,0001477932-18-004219,1672897,DIVERSE DEVELOPMENT GROUP INC.,6552.0,1231.0,10-Q,20180630,2018,Q2,,
3789,0001477932-18-004222,1376804,"VNUE, INC.",7822.0,1231.0,10-Q,20180630,2018,Q2,,
3790,0001477932-18-004223,1399352,"COOL TECHNOLOGIES, INC.",8200.0,1231.0,10-Q,20180630,2018,Q2,,
3791,0001477932-18-004228,1381871,"US HIGHLAND, INC.",3751.0,1231.0,10-Q,20180630,2018,Q2,,
3792,0001477932-18-004231,1099132,MANHATTAN SCIENTIFICS INC,3690.0,1231.0,10-Q,20180630,2018,Q2,,
3793,0001477932-18-004232,1096938,"UNITED HEALTH PRODUCTS, INC.",3842.0,1231.0,10-Q,20180630,2018,Q2,,
3794,0001477932-18-004251,1388486,SPOTLIGHT INNOVATION INC.,2834.0,1231.0,10-Q,20180630,2018,Q2,,
3795,0001477932-18-004258,1693683,"ENDLESS CHARGE, INC.",6770.0,1231.0,10-Q,20180630,2018,Q2,,
3797,0001477932-18-004304,704366,"ELITE DATA SERVICES, INC.",3842.0,1231.0,10-Q,20180630,2018,Q2,,
3801,0001477932-18-004412,1440799,MMEX RESOURCES CORP,7819.0,430.0,10-Q,20180731,2019,Q1,,
3802,0001477932-18-004454,1696025,MWF GLOBAL INC.,5940.0,131.0,10-Q,20180731,2018,Q2,,
3804,0001477932-18-004458,1575975,MADISON VENTURES INC.,1000.0,331.0,10-Q,20180630,2018,Q1,,
